parcl_id,date,rental_price_feed
5826765,2024-02-15,1.456
5826765,2024-02-14,1.456
5826765,2024-02-13,1.456
5826765,2024-02-12,1.455
5826765,2024-02-11,1.454
5826765,2024-02-10,1.454
5826765,2024-02-09,1.454
5826765,2024-02-08,1.454
5826765,2024-02-07,1.455
5826765,2024-02-06,1.456
5826765,2024-02-05,1.456
5826765,2024-02-04,1.458
5826765,2024-02-03,1.459
5826765,2024-02-02,1.46
5826765,2024-02-01,1.461
5826765,2024-01-31,1.461
5826765,2024-01-30,1.461
5826765,2024-01-29,1.462
5826765,2024-01-28,1.463
5826765,2024-01-27,1.464
5826765,2024-01-26,1.464
5826765,2024-01-25,1.464
5826765,2024-01-24,1.463
5826765,2024-01-23,1.462
5826765,2024-01-22,1.461
5826765,2024-01-21,1.459
5826765,2024-01-20,1.456
5826765,2024-01-19,1.453
5826765,2024-01-18,1.45
5826765,2024-01-17,1.447
5826765,2024-01-16,1.444
5826765,2024-01-15,1.441
5826765,2024-01-14,1.439
5826765,2024-01-13,1.435
5826765,2024-01-12,1.432
5826765,2024-01-11,1.429
5826765,2024-01-10,1.426
5826765,2024-01-09,1.424
5826765,2024-01-08,1.423
5826765,2024-01-07,1.421
5826765,2024-01-06,1.421
5826765,2024-01-05,1.421
5826765,2024-01-04,1.421
5826765,2024-01-03,1.421
5826765,2024-01-02,1.422
5826765,2024-01-01,1.423
5826765,2023-12-31,1.424
5826765,2023-12-30,1.425
5826765,2023-12-29,1.426
5826765,2023-12-28,1.427
5826765,2023-12-27,1.429
5826765,2023-12-26,1.43
5826765,2023-12-25,1.431
5826765,2023-12-24,1.433
5826765,2023-12-23,1.434
5826765,2023-12-22,1.434
5826765,2023-12-21,1.434
5826765,2023-12-20,1.435
5826765,2023-12-19,1.435
5826765,2023-12-18,1.435
5826765,2023-12-17,1.435
5826765,2023-12-16,1.435
5826765,2023-12-15,1.435
5826765,2023-12-14,1.434
5826765,2023-12-13,1.434
5826765,2023-12-12,1.433
5826765,2023-12-11,1.432
5826765,2023-12-10,1.431
5826765,2023-12-09,1.431
5826765,2023-12-08,1.432
5826765,2023-12-07,1.432
5826765,2023-12-06,1.432
5826765,2023-12-05,1.433
5826765,2023-12-04,1.434
5826765,2023-12-03,1.434
5826765,2023-12-02,1.435
5826765,2023-12-01,1.436
5826765,2023-11-30,1.437
5826765,2023-11-29,1.439
5826765,2023-11-28,1.44
5826765,2023-11-27,1.441
5826765,2023-11-26,1.441
5826765,2023-11-25,1.442
5826765,2023-11-24,1.443
5826765,2023-11-23,1.444
5826765,2023-11-22,1.444
5826765,2023-11-21,1.445
5826765,2023-11-20,1.446
5826765,2023-11-19,1.446
5826765,2023-11-18,1.448
5826765,2023-11-17,1.449
5826765,2023-11-16,1.449
5826765,2023-11-15,1.45
5826765,2023-11-14,1.451
5826765,2023-11-13,1.451
5826765,2023-11-12,1.452
5826765,2023-11-11,1.453
5826765,2023-11-10,1.454
5826765,2023-11-09,1.454
5826765,2023-11-08,1.455
5826765,2023-11-07,1.456
5826765,2023-11-06,1.456
5826765,2023-11-05,1.457
5826765,2023-11-04,1.457
5826765,2023-11-03,1.458
5826765,2023-11-02,1.459
5826765,2023-11-01,1.459
5826765,2023-10-31,1.46
5826765,2023-10-30,1.461
5826765,2023-10-29,1.463
5826765,2023-10-28,1.464
5826765,2023-10-27,1.465
5826765,2023-10-26,1.466
5826765,2023-10-25,1.466
5826765,2023-10-24,1.467
5826765,2023-10-23,1.468
5826765,2023-10-22,1.469
5826765,2023-10-21,1.469
5826765,2023-10-20,1.471
5826765,2023-10-19,1.471
5826765,2023-10-18,1.472
5826765,2023-10-17,1.472
5826765,2023-10-16,1.472
5826765,2023-10-15,1.472
5826765,2023-10-14,1.472
5826765,2023-10-13,1.472
5826765,2023-10-12,1.473
5826765,2023-10-11,1.474
5826765,2023-10-10,1.474
5826765,2023-10-09,1.474
5826765,2023-10-08,1.474
5826765,2023-10-07,1.474
5826765,2023-10-06,1.473
5826765,2023-10-05,1.472
5826765,2023-10-04,1.471
5826765,2023-10-03,1.471
5826765,2023-10-02,1.471
5826765,2023-10-01,1.471
5826765,2023-09-30,1.47
5826765,2023-09-29,1.469
5826765,2023-09-28,1.469
5826765,2023-09-27,1.468
5826765,2023-09-26,1.467
5826765,2023-09-25,1.466
5826765,2023-09-24,1.466
5826765,2023-09-23,1.467
5826765,2023-09-22,1.467
5826765,2023-09-21,1.468
5826765,2023-09-20,1.468
5826765,2023-09-19,1.468
5826765,2023-09-18,1.469
5826765,2023-09-17,1.469
5826765,2023-09-16,1.469
5826765,2023-09-15,1.47
5826765,2023-09-14,1.471
5826765,2023-09-13,1.471
5826765,2023-09-12,1.473
5826765,2023-09-11,1.474
5826765,2023-09-10,1.474
5826765,2023-09-09,1.474
5826765,2023-09-08,1.474
5826765,2023-09-07,1.474
5826765,2023-09-06,1.475
5826765,2023-09-05,1.476
5826765,2023-09-04,1.476
5826765,2023-09-03,1.477
5826765,2023-09-02,1.479
5826765,2023-09-01,1.48
5826765,2023-08-31,1.481
5826765,2023-08-30,1.482
5826765,2023-08-29,1.483
5826765,2023-08-28,1.484
5826765,2023-08-27,1.485
5826765,2023-08-26,1.486
5826765,2023-08-25,1.486
5826765,2023-08-24,1.487
5826765,2023-08-23,1.488
5826765,2023-08-22,1.489
5826765,2023-08-21,1.491
5826765,2023-08-20,1.492
5826765,2023-08-19,1.492
5826765,2023-08-18,1.492
5826765,2023-08-17,1.492
5826765,2023-08-16,1.492
5826765,2023-08-15,1.492
5826765,2023-08-14,1.491
5826765,2023-08-13,1.491
5826765,2023-08-12,1.49
5826765,2023-08-11,1.491
5826765,2023-08-10,1.491
5826765,2023-08-09,1.491
5826765,2023-08-08,1.489
5826765,2023-08-07,1.488
5826765,2023-08-06,1.486
5826765,2023-08-05,1.486
5826765,2023-08-04,1.486
5826765,2023-08-03,1.485
5826765,2023-08-02,1.485
5826765,2023-08-01,1.485
5826765,2023-07-31,1.485
5826765,2023-07-30,1.486
5826765,2023-07-29,1.486
5826765,2023-07-28,1.485
5826765,2023-07-27,1.485
5826765,2023-07-26,1.484
5826765,2023-07-25,1.484
5826765,2023-07-24,1.484
5826765,2023-07-23,1.484
5826765,2023-07-22,1.484
5826765,2023-07-21,1.484
5826765,2023-07-20,1.484
5826765,2023-07-19,1.484
5826765,2023-07-18,1.483
5826765,2023-07-17,1.483
5826765,2023-07-16,1.483
5826765,2023-07-15,1.483
5826765,2023-07-14,1.484
5826765,2023-07-13,1.484
5826765,2023-07-12,1.484
5826765,2023-07-11,1.485
5826765,2023-07-10,1.486
5826765,2023-07-09,1.486
5826765,2023-07-08,1.487
5826765,2023-07-07,1.489
5826765,2023-07-06,1.489
5826765,2023-07-05,1.489
5826765,2023-07-04,1.489
5826765,2023-07-03,1.49
5826765,2023-07-02,1.49
5826765,2023-07-01,1.491
5826765,2023-06-30,1.491
5826765,2023-06-29,1.491
5826765,2023-06-28,1.492
5826765,2023-06-27,1.492
5826765,2023-06-26,1.492
5826765,2023-06-25,1.492
5826765,2023-06-24,1.492
5826765,2023-06-23,1.491
5826765,2023-06-22,1.491
5826765,2023-06-21,1.491
5826765,2023-06-20,1.491
5826765,2023-06-19,1.491
5826765,2023-06-18,1.491
5826765,2023-06-17,1.491
5826765,2023-06-16,1.491
5826765,2023-06-15,1.49
5826765,2023-06-14,1.489
5826765,2023-06-13,1.489
5826765,2023-06-12,1.489
5826765,2023-06-11,1.488
5826765,2023-06-10,1.488
5826765,2023-06-09,1.487
5826765,2023-06-08,1.487
5826765,2023-06-07,1.487
5826765,2023-06-06,1.487
5826765,2023-06-05,1.487
5826765,2023-06-04,1.487
5826765,2023-06-03,1.487
5826765,2023-06-02,1.487
5826765,2023-06-01,1.487
5826765,2023-05-31,1.487
5826765,2023-05-30,1.487
5826765,2023-05-29,1.488
5826765,2023-05-28,1.489
5826765,2023-05-27,1.488
5826765,2023-05-26,1.488
5826765,2023-05-25,1.487
5826765,2023-05-24,1.486
5826765,2023-05-23,1.486
5826765,2023-05-22,1.485
5826765,2023-05-21,1.484
5826765,2023-05-20,1.481
5826765,2023-05-19,1.48
5826765,2023-05-18,1.479
5826765,2023-05-17,1.477
5826765,2023-05-16,1.475
5826765,2023-05-15,1.473
5826765,2023-05-14,1.47
5826765,2023-05-13,1.468
5826765,2023-05-12,1.466
5826765,2023-05-11,1.465
5826765,2023-05-10,1.464
5826765,2023-05-09,1.464
5826765,2023-05-08,1.463
5826765,2023-05-07,1.462
5826765,2023-05-06,1.463
5826765,2023-05-05,1.463
5826765,2023-05-04,1.463
5826765,2023-05-03,1.463
5826765,2023-05-02,1.463
5826765,2023-05-01,1.464
5826765,2023-04-30,1.464
5826765,2023-04-29,1.465
5826765,2023-04-28,1.466
5826765,2023-04-27,1.466
5826765,2023-04-26,1.466
5826765,2023-04-25,1.466
5826765,2023-04-24,1.466
5826765,2023-04-23,1.466
5826765,2023-04-22,1.465
5826765,2023-04-21,1.465
5826765,2023-04-20,1.465
5826765,2023-04-19,1.465
5826765,2023-04-18,1.466
5826765,2023-04-17,1.466
5826765,2023-04-16,1.468
5826765,2023-04-15,1.469
5826765,2023-04-14,1.47
5826765,2023-04-13,1.471
5826765,2023-04-12,1.471
5826765,2023-04-11,1.472
5826765,2023-04-10,1.474
5826765,2023-04-09,1.475
5826765,2023-04-08,1.476
5826765,2023-04-07,1.476
5826765,2023-04-06,1.477
5826765,2023-04-05,1.478
5826765,2023-04-04,1.478
5826765,2023-04-03,1.477
5826765,2023-04-02,1.476
5826765,2023-04-01,1.474
5826765,2023-03-31,1.473
5826765,2023-03-30,1.471
5826765,2023-03-29,1.47
5826765,2023-03-28,1.469
5826765,2023-03-27,1.468
5826765,2023-03-26,1.466
5826765,2023-03-25,1.465
5826765,2023-03-24,1.464
5826765,2023-03-23,1.462
5826765,2023-03-22,1.46
5826765,2023-03-21,1.459
5826765,2023-03-20,1.456
5826765,2023-03-19,1.455
5826765,2023-03-18,1.454
5826765,2023-03-17,1.451
5826765,2023-03-16,1.449
5826765,2023-03-15,1.447
5826765,2023-03-14,1.444
5826765,2023-03-13,1.441
5826765,2023-03-12,1.438
5826765,2023-03-11,1.435
5826765,2023-03-10,1.432
5826765,2023-03-09,1.429
5826765,2023-03-08,1.427
5826765,2023-03-07,1.424
5826765,2023-03-06,1.423
5826765,2023-03-05,1.421
5826765,2023-03-04,1.42
5826765,2023-03-03,1.419
5826765,2023-03-02,1.419
5826765,2023-03-01,1.418
5826765,2023-02-28,1.418
5826765,2023-02-27,1.419
5826765,2023-02-26,1.42
5826765,2023-02-25,1.421
5826765,2023-02-24,1.423
5826765,2023-02-23,1.424
5826765,2023-02-22,1.425
5826765,2023-02-21,1.426
5826765,2023-02-20,1.427
5826765,2023-02-19,1.428
5826765,2023-02-18,1.429
5826765,2023-02-17,1.43
5826765,2023-02-16,1.431
5826765,2023-02-15,1.433
5826765,2023-02-14,1.434
5826765,2023-02-13,1.434
5826765,2023-02-12,1.434
5826765,2023-02-11,1.434
5826765,2023-02-10,1.433
5826765,2023-02-09,1.434
5826765,2023-02-08,1.435
5826765,2023-02-07,1.436
5826765,2023-02-06,1.438
5826765,2023-02-05,1.439
5826765,2023-02-04,1.441
5826765,2023-02-03,1.443
5826765,2023-02-02,1.445
5826765,2023-02-01,1.446
5826765,2023-01-31,1.449
5826765,2023-01-30,1.451
5826765,2023-01-29,1.455
5826765,2023-01-28,1.459
5826765,2023-01-27,1.462
5826765,2023-01-26,1.464
5826765,2023-01-25,1.466
5826765,2023-01-24,1.466
5826765,2023-01-23,1.467
5826765,2023-01-22,1.469
5826765,2023-01-21,1.47
5826765,2023-01-20,1.471
5826765,2023-01-19,1.472
5826765,2023-01-18,1.474
5826765,2023-01-17,1.474
5826765,2023-01-16,1.474
5826765,2023-01-15,1.472
5826765,2023-01-14,1.471
5826765,2023-01-13,1.469
5826765,2023-01-12,1.469
5826765,2023-01-11,1.469
5826765,2023-01-10,1.469
5826765,2023-01-09,1.469
5826765,2023-01-08,1.468
5826765,2023-01-07,1.466
5826765,2023-01-06,1.464
5826765,2023-01-05,1.462
5826765,2023-01-04,1.461
5826765,2023-01-03,1.46
5826765,2023-01-02,1.46
5826765,2023-01-01,1.46
5822447,2024-06-05,4.517
5822447,2024-06-04,4.529
5822447,2024-06-03,4.542
5822447,2024-06-02,4.535
5822447,2024-06-01,4.541
5822447,2024-05-31,4.545
5822447,2024-05-30,4.551
5822447,2024-05-29,4.555
5822447,2024-05-28,4.559
5822447,2024-05-27,4.569
5822447,2024-05-26,4.584
5822447,2024-05-25,4.605
5822447,2024-05-24,4.611
5822447,2024-05-23,4.618
5822447,2024-05-22,4.624
5822447,2024-05-21,4.623
5822447,2024-05-20,4.633
5822447,2024-05-19,4.644
5822447,2024-05-18,4.655
5822447,2024-05-17,4.659
5822447,2024-05-16,4.661
5822447,2024-05-15,4.662
5822447,2024-05-14,4.662
5822447,2024-05-13,4.655
5822447,2024-05-12,4.648
5822447,2024-05-11,4.642
5822447,2024-05-10,4.635
5822447,2024-05-09,4.63
5822447,2024-05-08,4.629
5822447,2024-05-07,4.627
5822447,2024-05-06,4.632
5822447,2024-05-05,4.631
5822447,2024-05-04,4.623
5822447,2024-05-03,4.624
5822447,2024-05-02,4.633
5822447,2024-05-01,4.645
5822447,2024-04-30,4.663
5822447,2024-04-29,4.693
5822447,2024-04-28,4.723
5822447,2024-04-27,4.753
5822447,2024-04-26,4.787
5822447,2024-04-25,4.831
5822447,2024-04-24,4.877
5822447,2024-04-23,4.919
5822447,2024-04-22,4.966
5822447,2024-04-21,5.016
5822447,2024-04-20,5.061
5822447,2024-04-19,5.105
5822447,2024-04-18,5.141
5822447,2024-04-17,5.177
5822447,2024-04-16,5.199
5822447,2024-04-15,5.223
5822447,2024-04-14,5.237
5822447,2024-04-13,5.253
5822447,2024-04-12,5.266
5822447,2024-04-11,5.271
5822447,2024-04-10,5.258
5822447,2024-04-09,5.239
5822447,2024-04-08,5.223
5822447,2024-04-07,5.199
5822447,2024-04-06,5.173
5822447,2024-04-05,5.142
5822447,2024-04-04,5.119
5822447,2024-04-03,5.088
5822447,2024-04-02,5.054
5822447,2024-04-01,5.03
5822447,2024-03-31,4.997
5822447,2024-03-30,4.961
5822447,2024-03-29,4.921
5822447,2024-03-28,4.883
5822447,2024-03-27,4.848
5822447,2024-03-26,4.826
5822447,2024-03-25,4.806
5822447,2024-03-24,4.778
5822447,2024-03-23,4.755
5822447,2024-03-22,4.731
5822447,2024-03-21,4.712
5822447,2024-03-20,4.693
5822447,2024-03-19,4.681
5822447,2024-03-18,4.669
5822447,2024-03-17,4.651
5822447,2024-03-16,4.641
5822447,2024-03-15,4.629
5822447,2024-03-14,4.621
5822447,2024-03-13,4.611
5822447,2024-03-12,4.599
5822447,2024-03-11,4.585
5822447,2024-03-10,4.577
5822447,2024-03-09,4.574
5822447,2024-03-08,4.568
5822447,2024-03-07,4.559
5822447,2024-03-06,4.547
5822447,2024-03-05,4.522
5822447,2024-03-04,4.508
5822447,2024-03-03,4.496
5822447,2024-03-02,4.493
5822447,2024-03-01,4.481
5822447,2024-02-29,4.461
5822447,2024-02-28,4.44
5822447,2024-02-27,4.421
5822447,2024-02-26,4.404
5822447,2024-02-25,4.391
5822447,2024-02-24,4.375
5822447,2024-02-23,4.353
5822447,2024-02-22,4.325
5822447,2024-02-21,4.299
5822447,2024-02-20,4.277
5822447,2024-02-19,4.26
5822447,2024-02-18,4.232
5822447,2024-02-17,4.196
5822447,2024-02-16,4.165
5822447,2024-02-15,4.136
5822447,2024-02-14,4.125
5822447,2024-02-13,4.115
5822447,2024-02-12,4.11
5822447,2024-02-11,4.105
5822447,2024-02-10,4.1
5822447,2024-02-09,4.092
5822447,2024-02-08,4.092
5822447,2024-02-07,4.101
5822447,2024-02-06,4.112
5822447,2024-02-05,4.127
5822447,2024-02-04,4.146
5822447,2024-02-03,4.16
5822447,2024-02-02,4.181
5822447,2024-02-01,4.201
5822447,2024-01-31,4.234
5822447,2024-01-30,4.267
5822447,2024-01-29,4.303
5822447,2024-01-28,4.336
5822447,2024-01-27,4.37
5822447,2024-01-26,4.403
5822447,2024-01-25,4.439
5822447,2024-01-24,4.476
5822447,2024-01-23,4.511
5822447,2024-01-22,4.549
5822447,2024-01-21,4.587
5822447,2024-01-20,4.627
5822447,2024-01-19,4.673
5822447,2024-01-18,4.719
5822447,2024-01-17,4.761
5822447,2024-01-16,4.787
5822447,2024-01-15,4.81
5822447,2024-01-14,4.829
5822447,2024-01-13,4.845
5822447,2024-01-12,4.859
5822447,2024-01-11,4.869
5822447,2024-01-10,4.879
5822447,2024-01-09,4.888
5822447,2024-01-08,4.896
5822447,2024-01-07,4.9
5822447,2024-01-06,4.9
5822447,2024-01-05,4.9
5822447,2024-01-04,4.9
5822447,2024-01-03,4.9
5822447,2024-01-02,4.9
5822447,2024-01-01,4.9
5822447,2023-12-31,4.9
5822447,2023-12-30,4.9
5822447,2023-12-29,4.905
5822447,2023-12-28,4.905
5822447,2023-12-27,4.906
5822447,2023-12-26,4.907
5822447,2023-12-25,4.907
5822447,2023-12-24,4.903
5822447,2023-12-23,4.892
5822447,2023-12-22,4.873
5822447,2023-12-21,4.853
5822447,2023-12-20,4.833
5822447,2023-12-19,4.812
5822447,2023-12-18,4.793
5822447,2023-12-17,4.775
5822447,2023-12-16,4.754
5822447,2023-12-15,4.731
5822447,2023-12-14,4.703
5822447,2023-12-13,4.679
5822447,2023-12-12,4.651
5822447,2023-12-11,4.623
5822447,2023-12-10,4.597
5822447,2023-12-09,4.57
5822447,2023-12-08,4.551
5822447,2023-12-07,4.54
5822447,2023-12-06,4.529
5822447,2023-12-05,4.526
5822447,2023-12-04,4.52
5822447,2023-12-03,4.519
5822447,2023-12-02,4.527
5822447,2023-12-01,4.545
5822447,2023-11-30,4.569
5822447,2023-11-29,4.592
5822447,2023-11-28,4.612
5822447,2023-11-27,4.635
5822447,2023-11-26,4.651
5822447,2023-11-25,4.661
5822447,2023-11-24,4.672
5822447,2023-11-23,4.683
5822447,2023-11-22,4.695
5822447,2023-11-21,4.701
5822447,2023-11-20,4.705
5822447,2023-11-19,4.711
5822447,2023-11-18,4.711
5822447,2023-11-17,4.703
5822447,2023-11-16,4.687
5822447,2023-11-15,4.665
5822447,2023-11-14,4.631
5822447,2023-11-13,4.597
5822447,2023-11-12,4.565
5822447,2023-11-11,4.535
5822447,2023-11-10,4.512
5822447,2023-11-09,4.491
5822447,2023-11-08,4.47
5822447,2023-11-07,4.451
5822447,2023-11-06,4.44
5822447,2023-11-05,4.425
5822447,2023-11-04,4.416
5822447,2023-11-03,4.413
5822447,2023-11-02,4.409
5822447,2023-11-01,4.407
5822447,2023-10-31,4.408
5822447,2023-10-30,4.427
5822447,2023-10-29,4.448
5822447,2023-10-28,4.469
5822447,2023-10-27,4.487
5822447,2023-10-26,4.507
5822447,2023-10-25,4.525
5822447,2023-10-24,4.544
5822447,2023-10-23,4.563
5822447,2023-10-22,4.58
5822447,2023-10-21,4.594
5822447,2023-10-20,4.603
5822447,2023-10-19,4.603
5822447,2023-10-18,4.601
5822447,2023-10-17,4.6
5822447,2023-10-16,4.596
5822447,2023-10-15,4.585
5822447,2023-10-14,4.575
5822447,2023-10-13,4.559
5822447,2023-10-12,4.548
5822447,2023-10-11,4.535
5822447,2023-10-10,4.526
5822447,2023-10-09,4.514
5822447,2023-10-08,4.499
5822447,2023-10-07,4.481
5822447,2023-10-06,4.467
5822447,2023-10-05,4.461
5822447,2023-10-04,4.464
5822447,2023-10-03,4.473
5822447,2023-10-02,4.483
5822447,2023-10-01,4.506
5822447,2023-09-30,4.531
5822447,2023-09-29,4.564
5822447,2023-09-28,4.619
5822447,2023-09-27,4.69
5822447,2023-09-26,4.771
5822447,2023-09-25,4.855
5822447,2023-09-24,4.957
5822447,2023-09-23,5.051
5822447,2023-09-22,5.157
5822447,2023-09-21,5.269
5822447,2023-09-20,5.378
5822447,2023-09-19,5.485
5822447,2023-09-18,5.586
5822447,2023-09-17,5.689
5822447,2023-09-16,5.787
5822447,2023-09-15,5.893
5822447,2023-09-14,6.014
5822447,2023-09-13,6.124
5822447,2023-09-12,6.21
5822447,2023-09-11,6.296
5822447,2023-09-10,6.381
5822447,2023-09-09,6.455
5822447,2023-09-08,6.543
5822447,2023-09-07,6.623
5822447,2023-09-06,6.695
5822447,2023-09-05,6.755
5822447,2023-09-04,6.799
5822447,2023-09-03,6.845
5822447,2023-09-02,6.887
5822447,2023-09-01,6.931
5822447,2023-08-31,6.974
5822447,2023-08-30,6.991
5822447,2023-08-29,7.0
5822447,2023-08-28,7.015
5822447,2023-08-27,7.032
5822447,2023-08-26,7.035
5822447,2023-08-25,7.031
5822447,2023-08-24,7.026
5822447,2023-08-23,7.017
5822447,2023-08-22,7.001
5822447,2023-08-21,6.977
5822447,2023-08-20,6.961
5822447,2023-08-19,6.944
5822447,2023-08-18,6.933
5822447,2023-08-17,6.923
5822447,2023-08-16,6.906
5822447,2023-08-15,6.891
5822447,2023-08-14,6.868
5822447,2023-08-13,6.846
5822447,2023-08-12,6.821
5822447,2023-08-11,6.811
5822447,2023-08-10,6.819
5822447,2023-08-09,6.824
5822447,2023-08-08,6.832
5822447,2023-08-07,6.861
5822447,2023-08-06,6.917
5822447,2023-08-05,6.974
5822447,2023-08-04,7.051
5822447,2023-08-03,7.124
5822447,2023-08-02,7.187
5822447,2023-08-01,7.247
5822447,2023-07-31,7.309
5822447,2023-07-30,7.405
5822447,2023-07-29,7.513
5822447,2023-07-28,7.645
5822447,2023-07-27,7.785
5822447,2023-07-26,7.911
5822447,2023-07-25,8.03
5822447,2023-07-24,8.141
5822447,2023-07-23,8.261
5822447,2023-07-22,8.379
5822447,2023-07-21,8.496
5822447,2023-07-20,8.603
5822447,2023-07-19,8.705
5822447,2023-07-18,8.808
5822447,2023-07-17,8.908
5822447,2023-07-16,8.982
5822447,2023-07-15,9.035
5822447,2023-07-14,9.064
5822447,2023-07-13,9.083
5822447,2023-07-12,9.093
5822447,2023-07-11,9.101
5822447,2023-07-10,9.111
5822447,2023-07-09,9.117
5822447,2023-07-08,9.099
5822447,2023-07-07,9.069
5822447,2023-07-06,9.022
5822447,2023-07-05,8.931
5822447,2023-07-04,8.825
5822447,2023-07-03,8.705
5822447,2023-07-02,8.596
5822447,2023-07-01,8.491
5822447,2023-06-30,8.377
5822447,2023-06-29,8.278
5822447,2023-06-28,8.175
5822447,2023-06-27,8.054
5822447,2023-06-26,7.927
5822447,2023-06-25,7.795
5822447,2023-06-24,7.723
5822447,2023-06-23,7.633
5822447,2023-06-22,7.563
5822447,2023-06-21,7.473
5822447,2023-06-20,7.415
5822447,2023-06-19,7.403
5822447,2023-06-18,7.405
5822447,2023-06-17,7.428
5822447,2023-06-16,7.473
5822447,2023-06-15,7.54
5822447,2023-06-14,7.603
5822447,2023-06-13,7.653
5822447,2023-06-12,7.778
5822447,2023-06-11,7.922
5822447,2023-06-10,8.073
5822447,2023-06-09,8.174
5822447,2023-06-08,8.326
5822447,2023-06-07,8.468
5822447,2023-06-06,8.639
5822447,2023-06-05,8.812
5822447,2023-06-04,8.957
5822447,2023-06-03,9.099
5822447,2023-06-02,9.211
5822447,2023-06-01,9.323
5822447,2023-05-31,9.427
5822447,2023-05-30,9.521
5822447,2023-05-29,9.603
5822447,2023-05-28,9.588
5822447,2023-05-27,9.527
5822447,2023-05-26,9.449
5822447,2023-05-25,9.34
5822447,2023-05-24,9.15
5822447,2023-05-23,8.94
5822447,2023-05-22,8.693
5822447,2023-05-21,8.437
5822447,2023-05-20,8.161
5822447,2023-05-19,7.861
5822447,2023-05-18,7.559
5822447,2023-05-17,7.237
5822447,2023-05-16,6.871
5822447,2023-05-15,6.499
5822447,2023-05-14,6.144
5822447,2023-05-13,5.822
5822447,2023-05-12,5.532
5822447,2023-05-11,5.247
5822447,2023-05-10,4.993
5822447,2023-05-09,4.793
5822447,2023-05-08,4.621
5822447,2023-05-07,4.499
5822447,2023-05-06,4.39
5822447,2023-05-05,4.321
5822447,2023-05-04,4.301
5822447,2023-05-03,4.291
5822447,2023-05-02,4.308
5822447,2023-05-01,4.373
5822447,2023-04-30,4.465
5822447,2023-04-29,4.555
5822447,2023-04-28,4.665
5822447,2023-04-27,4.785
5822447,2023-04-26,4.925
5822447,2023-04-25,5.081
5822447,2023-04-24,5.235
